,name,roaster,descriptor,price,weight,weight in g,weight in oz,location,roasternotes,blend_single,roastlevel,classification,flavornotes,extra
137,"Batak, Sumatra",Highwire,Rustic cherry and herbal flavors with a strong finish epitomize the essence of Sumatra with this remarkable example of a storied growing region.,19.0,12.0,340.1942774959533,12.0,"Oakland, CA","Classic Sumatra character, this Rustic Charmer has a potent musty aroma; dense body, rustic cherry and herbal flavor with a strong finish. Grown and processed in the Lintong region near Lake Toba, ""Batak"" refers to the ethnic group and indigenous culture in the northern part of the Indonesian island of Sumatra.",Single Origins,Dark Roast,Bittersweet & Heavy,none,"['Process', 'Washed, Wet-hulled', 'Varietal', 'Arabica']"
138,Limmu Kossa Estate Natural Ethiopia,Sterling,"Naturally processed for bonus peachy sweetness, this coffee sings. Drink it with your pinky out.",16.95,10.0,283.4952312466278,10.0,"Portland, OR","Limmu Kossa Estate is a family owned farm in the Jimma zone in the Southwest Ethiopian highlands. We are proud to present this beautiful example of natural process coffee (cherry left on for drying). Super clean, it exudes a bouquet of floral aromatics and bursts on the palate with lush peaches and clover honey.",Single Origins,Light-Medium Roast,Fruity & Crisp,"Packed with bold notes of Ripe Fruit, Sweet Vanilla and Florals","['Process', 'Natural/Dry Processed', 'Sub Region', 'Jimma', 'Varietal', 'Heirloom', 'Elevation', '1800 - 2100']"
139,Mexico Alturas,Groundwork,"Approachable and balanced with brown sugar sweetness and citrusy acidity, this is a classic example of delicious Mexican coffee.",14.95,12.0,340.1942774959533,12.0,"Los Angeles, CA","This coffee has all of the notes of a good, classic coffee from Mexico: creamy texture, brown sugar, bittersweet chocolate, tamarind, and a hint of lemon. Thanks to our partners at InterAmerican Coffee for suggesting it and helping Groundwork to bring Organic Mexico to our homes and cafes.",Single Origins,Light Roast,Chocolaty & Sweet,A classic expression of Mexico with hints of Brown Sugar and Milk Chocolate,"['Process', 'Washed', 'Varietal', 'Bourbon, Caturra, Catuai']"
140,Brazil Matas de Minas,Temple,"A farm-to-cup favorite, this is the real (sustainable) deal. Crisp, sweet and clean in its growing and its brewing.",17.0,12.0,340.1942774959533,12.0,"Sacramento, CA",One of our sustainability strategies every year is to create a blend at origin and use it as a major offering in our Dharma Espresso Blend; it’s also high enough quality to stand on its own as a single-origin. We have worked with these farms for many years and we continue to come back year after year because of the sense of tranquility we receive from our old friends. This is a truly sustainable coffee from farm to cup.,Single Origins,Light-Medium Roast,Fruity & Crisp,"Packed with bold notes of Ripe Fruit, Citrus and Sweet Vanilla","['Process', 'Pulped Natural', 'Sub Region', 'Minas Gerais', 'Producer', 'Mixed', 'Varietal', 'Mixed', 'Elevation', '1200 - 1300']"
141,Three Pillars,Temple,"A blend of three favorite varieties, this cup is a total people-pleaser. Enjoy milk? Great. Prefer black? Also great. See what we mean.",16.5,12.0,340.1942774959533,12.0,"Sacramento, CA","Our House Blend is crafted to please the coffee lover in us all. Based on our Brazil Matas de Minas with acidity, and body from our Nicaragua Henry Marin and Costa Rica Sonora Estate this blend gives crisp, clean flavors perfect for a breakfast, lunch, or dinner coffee break. Enjoy it hot or cold, with or without cream and sugar. We have made this one to please everyone.",Blends,Medium-Dark Roast,Sweet & Smooth,A traditional base with hints of Brown Sugar and Milk Chocolate,"['Process', 'Pulped Natural, Honey', 'Sub Region', 'Minas Gerais, Nueva Segovia, Central Valley', 'Producer', 'Mixed, Henry Marin, Alberto Guardia', 'Varietal', 'Bourbon, Catuai', 'Elevation', '1200']"
142,"Batak, Sumatra",Highwire,Rustic cherry and herbal flavors with a strong finish epitomize the essence of Sumatra with this remarkable example of a storied growing region.,19.0,12.0,340.1942774959533,12.0,"Oakland, CA","Classic Sumatra character, this Rustic Charmer has a potent musty aroma; dense body, rustic cherry and herbal flavor with a strong finish. Grown and processed in the Lintong region near Lake Toba, ""Batak"" refers to the ethnic group and indigenous culture in the northern part of the Indonesian island of Sumatra.",Single Origins,Dark Roast,Bittersweet & Heavy,none,"['Process', 'Washed, Wet-hulled', 'Varietal', 'Arabica']"
143,"Serra Negra, Brazil",Quills,"This one’s a workhorse: reliable and ready for anything. A Brazilian blend that works hard for its payoff: silky, citrusy, nutty flavor.",14.0,12.0,340.1942774959533,12.0,"Louisville, KY","This coffee is milled at a state-of-the-art processing facility in Pocos de Caldas, which results in much better green prep than most standard Brazilian coffee. This coffee is usually a blend from South Minas, and at times also includes coffee from Cerrado and Matas de Minas. This is a great workhorse Brazilian coffee, with notes of milk chocolate, mild citrus and clean nuts.",Single Origins,Medium-Dark Roast,Funky & Fruity,none,"['Process', 'Pulped Natural', 'Sub Region', 'South Minas', 'Varietal', 'Bourbon, Typica, Catuai']"
144,FTO Espresso,Klatch,"A blend of the best from Indonesia, Africa, Central and South America, this couldn’t possibly go wrong. And it’s impossibly good: mellow, sweet and clean.",14.95,12.0,340.1942774959533,12.0,"Rancho Cucamonga, CA","When you have a numerous exceptional fair trade coffees at your fingertips, you can’t help yourself with the possibilities in creating a delicious espresso. FTO Klatch House is a remarkable blend of Indonesian, African, Central and South American coffees. This espresso has a great taste and clean finish. It is super sweet with hints of walnut, molasses and toasted marshmallow.",Blends,Medium-Dark Roast,Syrupy & Smooth,none,"['Process', 'Washed', 'Varietal', 'Various']"
145,Ethiopia Wuri,Gimme!,"Intensely fruity and juicy, this cup positively filleth over with berry sweetness and bright, sweet florals.",19.0,12.0,340.1942774959533,12.0,"Ithaca, NY","The Wuri washing station continues to bring innovative processing techniques to Ethiopia. It's the first washing station to offer anaerobic fermentation (washed) processing, and is working toward honey processed lots. When we first tasted this coffee, it's incredibly juicy body and intense fruits almost made us drop our cupping spoons. We hope you love this coffee as much as we do!",Single Origins,Light-Medium Roast,Sweet & Tart,none,"['Process', 'Washed', 'Sub Region', 'South Nation Nationality People (SNNP) / Gedion (Zone), Gedeb (District), Worka (Area)', 'Harvest Time', 'Mid of Oct- End of Jan', 'Varietal', 'Heirloom', 'Elevation', '2050 - 2100']"
146,"Colombia, Carlos Moncayo",AKA,"Bright with notes of chocolate, like mixing Cocoa and Fruity Pebbles - this one brings a sparkle of childlike wonder to your mornings.",19.5,12.0,340.1942774959533,12.0,"Oakland, CA","Colombia, Carlos Moncayo is a mouthwatering, crisp coffee with notes of green apple and baker's chocolate. This coffee was selected as one of the top coffees from the Mejor de Huila auction in Colombia earlier this year.",Single Origins,Light-Medium Roast,Chocolaty & Sweet,A classic expression of Colombia with hints of Ripe Fruit and Milk Chocolate,"['Process', 'Washed', 'Sub Region', 'Huila', 'Producer', 'Carlos Moncayo', 'Harvest Time', 'October - December', 'Varietal', 'Caturra', 'Elevation', '1600']"
147,Organic Harvest Blend,Kickapoo,"Clean, sweet, and full-bodied enough for the season of crisp mornings and wool sweaters. We're picking up notes of cherry candy, with a milk chocolaty smoothness that makes a second cup a no brainer.",15.0,12.0,340.1942774959533,12.0,"Viroqua, WI",Syrupy sweet and incredibly aromatic with an effervescent intensity and a core of candied red fruits and milk chocolate.,Blends,Medium Roast,Comforting & Rich,Nostalgic with hints of Nut and Roastiness,"['Process', 'Washed', 'Sub Region', 'Jacaltenango, Huehuetenango', 'Producer', 'Rio Azul Cooperative, CODECH Cooperative', 'Harvest Time', 'Feb-May 2018', 'Varietal', 'Caturra, Catuai, Pache Verde, Bourbon, Sarchimor', 'Elevation', '1500']"
148,Guatemala Ocelot,Passion House,"Smooth and creamy, with a lush floral aroma like a bouquet of lilacs, and a sweet vanilla finish that lingers a while.",17.0,12.0,340.1942774959533,12.0,"Chicago, IL","Sleek and smooth like its namesake, the Guatemala Ocelot has returned for another year! A unique mix of coffee genetics gives this coffee pronounced floral notes with a creamy body and lasting sweetness. Don't be the only one left on the block who hasn't tried this stunning coffee!",Single Origins,Light-Medium Roast,Chocolaty & Sweet,A classic expression of Guatemala with hints of Sweet Vanilla and Florals,"['Process', 'Washed', 'Sub Region', 'Huehuetenango', 'Producer', 'Dr. Carlos Roberto Serrano Roa', 'Harvest Time', 'December 2017 - March 2018', 'Varietal', 'Anacafe 14, Pache, Caturra, Sarchimor', 'Elevation', '1500 - 1600']"
149,Fresh Crop Balanced,Kuma,"Weigh your options, then choose a seasonally rotating blend that stays in balance with a sweet-silky combination of coffees from Central and South America.",17.0,12.0,340.1942774959533,12.0,"Seattle, WA","Fresh Crop is a blend for those who want complexity, consistency and quality in the cup. The coffees will change with the seasons, but the flavor profile of caramel, chocolate and stone fruit attributes will never waver. Fresh Crop Balanced is a seasonally rotating blend of coffees from Guatemala, Honduras or Colombia. Great for filter or espresso.",Blends,Medium Roast,Sweet & Smooth,A traditional base with hints of Milk Chocolate and Brown Sugar,"['Process', 'Washed', 'Varietal', 'Bourbon, Caturra, Pacas, Colombia, Catuai, Castillo', 'Elevation', '1400']"
150,Telemetry Blend,ReAnimator,"Two are better than one—at least in this evolving blend based on two prime, in-season offerings. They’re mixed and matched to keep it sweet (but balanced).",18.0,10.0,283.4952312466278,10.0,"Philadelphia, PA","Telemetry is a flavor forward blend composed of two fresh crop single origin coffees from our seasonal offerings. The blend is designed around an African component, which presents a floral, fruit-driven flavor profile, that is then balanced with the Central or South American component to balance and enhance sweetness. Components rotate seasonally to ensure the flavors are always vibrant and fresh.",Blends,Light-Medium Roast,Balanced & Fruity,"Hints of Florals, Ripe Fruit and Brown Sugar","['Process', 'Washed', 'Sub Region', 'Kochere, Nariño', 'Varietal', 'Heirloom, Caturra, Castillo']"
151,Toketee,Sightglass,"You’re fancy, huh? So is this elevated take on the classic drip, blend. It’s carefully curated, seasonally rotating, and of course—cultured.",17.75,12.0,340.1942774959533,12.0,"San Francisco, CA","Toketee is an elevated take on the classic drip blend, showcasing carefully curated, seasonally rotating coffees from Central and South America.",Blends,Medium Roast,Sweet & Smooth,A traditional base with hints of Milk Chocolate and Sweet Vanilla,"['Process', 'Washed', 'Harvest Time', 'Seasonally']"
152,Colombia La Primavera Decaf,Gimme!,"Behold: A decaf coffee that tastes like coffee. Rich, dense and a little sweet (owing to its slow and careful Colombian processing).",15.0,12.0,340.1942774959533,12.0,"Ithaca, NY","Not your traditional decaf, this green coffee is approved before it’s decaffeinated to ensure it is above speciality grade and free of defects. Caffeine is removed with a sugarcane molasses solvent to keep the coffee tasting like coffee. Best of all? It's a Colombian coffee processed in Colombia, reducing its carbon footprint.",Single Origins,Medium Roast,Syrupy & Smooth,none,"['Process', 'Washed', 'Sub Region', 'Caldas', 'Varietal', 'Caturra, Castillo, Bourbon']"
153,FTW (For The Win),AKA,"As espresso, as cold brew, as filter drip—this is straightforward, clean, balanced coffee that pleases a crowd, any time of day. AKA: Winning.",15.5,12.0,340.1942774959533,12.0,"Oakland, CA","""For The Win"" is a balanced blend that will satisfy your palate, but won’t break your weekly coffee budget. That’s a tasty win/win for everyone. This blend's components are a rotating selection of coffees from Latin America and Africa meant to maintain FTW's balanced, yet delicious profile. A crowd pleaser whether brewed as espresso, cold brew or filter.",Blends,Medium Roast,Balanced & Fruity,"Hints of Brown Sugar, Nut and Milk Chocolate","['Process', 'Washed', 'Varietal', 'Caturra, Bourbon, Ethiopian heirloom etc']"
154,Stoker,Tandem,"Here’s a coffee that dabbles in dark, for those who can’t decide. It’s a blend, and it’s mellow with a dark twist (like our favorite fiction).",16.0,12.0,340.1942774959533,12.0,"Portland, ME",We made this blend for those folks that were begging for a dark roast. It's not really that dark. It's kinda dark. You'll probably like it.,Blends,Medium Roast,Sweet & Smooth,A traditional base with hints of Milk Chocolate and Brown Sugar,"['Process', 'Washed, Natural/Dry Processed', 'Varietal', 'Changes Seasonally']"
