,name,blend_single,classification,price,weight,weight in g,weight in oz,flavornotes,descriptor,roaster,location,roastlevel,roasternotes,process,sub region,harvest time,elevation,producer,varietal
177,Ethiopia Wuri,Single Origins,Sweet & Tart,19.0,12.0,340.1942774959533,12.0,none,"Intensely fruity and juicy, this cup positively filleth over with berry sweetness and bright, sweet florals.",Gimme!,"Ithaca, NY",Light-Medium Roast,"The Wuri washing station continues to bring innovative processing techniques to Ethiopia. It's the first washing station to offer anaerobic fermentation (washed) processing, and is working toward honey processed lots. When we first tasted this coffee, it's incredibly juicy body and intense fruits almost made us drop our cupping spoons. We hope you love this coffee as much as we do!",Process Washed,Sub Region South Nation Nationality People (SNNP) / Gedion (Zone) Gedeb (District) Worka (Area),Harvest Time Mid of Oct- End of Jan,Elevation 2050 - 2100,,Varietal Heirloom
178,Ethiopia Wuri,Single Origins,Sweet & Tart,19.0,12.0,340.1942774959533,12.0,none,"Intensely fruity and juicy, this cup positively filleth over with berry sweetness and bright, sweet florals.",Gimme!,"Ithaca, NY",Light-Medium Roast,"The Wuri washing station continues to bring innovative processing techniques to Ethiopia. It's the first washing station to offer anaerobic fermentation (washed) processing, and is working toward honey processed lots. When we first tasted this coffee, it's incredibly juicy body and intense fruits almost made us drop our cupping spoons. We hope you love this coffee as much as we do!",Process Washed,Sub Region Gedeb,Harvest Time January 2018,Elevation 1900 - 2100,Producer Small Producers,Varietal Heirloom
179,Ethiopia Wuri,Single Origins,Sweet & Tart,18.0,12.0,340.1942774959533,12.0,none,Delicately floral and silky smooth. We're finding notes of ripe nectarine and jasmine in this singularly clean cup.,Kuma,"Seattle, WA",Light-Medium Roast,If you look at some of our favorite coffees of all times over the past ten years many of them have come from Yirgacheffe. If you drill down a little further you'll see that many of those are from the Gedeb region of Yirgacheffe. This coffee has beautiful body and sweetness. The fruits within it lend itself to fleshy stone fruits and ripened sweet berries and juicy melons.,Process Washed,Sub Region South Nation Nationality People (SNNP) / Gedion (Zone) Gedeb (District) Worka (Area),Harvest Time Mid of Oct- End of Jan,Elevation 2050 - 2100,,Varietal Heirloom
180,Ethiopia Wuri,Single Origins,Sweet & Tart,18.0,12.0,340.1942774959533,12.0,none,Delicately floral and silky smooth. We're finding notes of ripe nectarine and jasmine in this singularly clean cup.,Kuma,"Seattle, WA",Light-Medium Roast,If you look at some of our favorite coffees of all times over the past ten years many of them have come from Yirgacheffe. If you drill down a little further you'll see that many of those are from the Gedeb region of Yirgacheffe. This coffee has beautiful body and sweetness. The fruits within it lend itself to fleshy stone fruits and ripened sweet berries and juicy melons.,Process Washed,Sub Region Gedeb,Harvest Time January 2018,Elevation 1900 - 2100,Producer Small Producers,Varietal Heirloom
181,"Colombia, Carlos Moncayo",Single Origins,Chocolaty & Sweet,19.5,12.0,340.1942774959533,12.0,A classic expression of Colombia with hints of Ripe Fruit and Milk Chocolate,"Bright with notes of chocolate, like mixing Cocoa and Fruity Pebbles - this one brings a sparkle of childlike wonder to your mornings.",AKA,"Oakland, CA",Light-Medium Roast,"Colombia, Carlos Moncayo is a mouthwatering, crisp coffee with notes of green apple and baker's chocolate. This coffee was selected as one of the top coffees from the Mejor de Huila auction in Colombia earlier this year.",Process Washed,Sub Region Huila,Harvest Time October - December,Elevation 1600,Producer Carlos Moncayo,Varietal Caturra
182,Organic Harvest Blend,Blends,Comforting & Rich,15.0,12.0,340.1942774959533,12.0,Nostalgic with hints of Nut and Roastiness,"Clean, sweet, and full-bodied enough for the season of crisp mornings and wool sweaters. We're picking up notes of cherry candy, with a milk chocolaty smoothness that makes a second cup a no brainer.",Kickapoo,"Viroqua, WI",Medium Roast,Syrupy sweet and incredibly aromatic with an effervescent intensity and a core of candied red fruits and milk chocolate.,Process Washed,Sub Region Jacaltenango Huehuetenango,Harvest Time Feb-May 2018,Elevation 1500,Producer Rio Azul Cooperative CODECH Cooperative ,Varietal Caturra Catuai Pache Verde Bourbon Sarchimor
183,Guatemala Ocelot,Single Origins,Chocolaty & Sweet,17.0,12.0,340.1942774959533,12.0,A classic expression of Guatemala with hints of Sweet Vanilla and Florals,"Smooth and creamy, with a lush floral aroma like a bouquet of lilacs, and a sweet vanilla finish that lingers a while.",Passion House,"Chicago, IL",Light-Medium Roast,"Sleek and smooth like its namesake, the Guatemala Ocelot has returned for another year! A unique mix of coffee genetics gives this coffee pronounced floral notes with a creamy body and lasting sweetness. Don't be the only one left on the block who hasn't tried this stunning coffee!",Process Washed,Sub Region Huehuetenango ,Harvest Time December 2017 - March 2018 ,Elevation 1500 - 1600,Producer Dr. Carlos Roberto Serrano Roa,Varietal Anacafe 14 Pache Caturra Sarchimor 
184,Fresh Crop Balanced,Blends,Sweet & Smooth,17.0,12.0,340.1942774959533,12.0,A traditional base with hints of Milk Chocolate and Brown Sugar,"Weigh your options, then choose a seasonally rotating blend that stays in balance with a sweet-silky combination of coffees from Central and South America.",Kuma,"Seattle, WA",Medium Roast,"Fresh Crop is a blend for those who want complexity, consistency and quality in the cup. The coffees will change with the seasons, but the flavor profile of caramel, chocolate and stone fruit attributes will never waver. Fresh Crop Balanced is a seasonally rotating blend of coffees from Guatemala, Honduras or Colombia. Great for filter or espresso.",Process Washed,,,Elevation 1400,,Varietal Bourbon Caturra Pacas Colombia Catuai Castillo
185,Telemetry Blend,Blends,Balanced & Fruity,18.0,10.0,283.4952312466278,10.0,"Hints of Florals, Ripe Fruit and Brown Sugar","Two are better than one—at least in this evolving blend based on two prime, in-season offerings. They’re mixed and matched to keep it sweet (but balanced).",ReAnimator,"Philadelphia, PA",Light-Medium Roast,"Telemetry is a flavor forward blend composed of two fresh crop single origin coffees from our seasonal offerings. The blend is designed around an African component, which presents a floral, fruit-driven flavor profile, that is then balanced with the Central or South American component to balance and enhance sweetness. Components rotate seasonally to ensure the flavors are always vibrant and fresh.",Process Washed,Sub Region Kochere Nariño,,,,Varietal Heirloom Caturra Castillo
186,Toketee,Blends,Sweet & Smooth,17.75,12.0,340.1942774959533,12.0,A traditional base with hints of Milk Chocolate and Sweet Vanilla,"You’re fancy, huh? So is this elevated take on the classic drip, blend. It’s carefully curated, seasonally rotating, and of course—cultured.",Sightglass,"San Francisco, CA",Medium Roast,"Toketee is an elevated take on the classic drip blend, showcasing carefully curated, seasonally rotating coffees from Central and South America.",Process Washed,,Harvest Time Seasonally,,,
187,Colombia La Primavera Decaf,Single Origins,Syrupy & Smooth,15.0,12.0,340.1942774959533,12.0,none,"Behold: A decaf coffee that tastes like coffee. Rich, dense and a little sweet (owing to its slow and careful Colombian processing).",Gimme!,"Ithaca, NY",Medium Roast,"Not your traditional decaf, this green coffee is approved before it’s decaffeinated to ensure it is above speciality grade and free of defects. Caffeine is removed with a sugarcane molasses solvent to keep the coffee tasting like coffee. Best of all? It's a Colombian coffee processed in Colombia, reducing its carbon footprint.",Process Washed,Sub Region Caldas,,,,Varietal Caturra Castillo Bourbon
188,FTW (For The Win),Blends,Balanced & Fruity,15.5,12.0,340.1942774959533,12.0,"Hints of Brown Sugar, Nut and Milk Chocolate","As espresso, as cold brew, as filter drip—this is straightforward, clean, balanced coffee that pleases a crowd, any time of day. AKA: Winning.",AKA,"Oakland, CA",Medium Roast,"""For The Win"" is a balanced blend that will satisfy your palate, but won’t break your weekly coffee budget. That’s a tasty win/win for everyone. This blend's components are a rotating selection of coffees from Latin America and Africa meant to maintain FTW's balanced, yet delicious profile. A crowd pleaser whether brewed as espresso, cold brew or filter.",Process Washed,,,,,Varietal Caturra Bourbon Ethiopian heirloom etc
189,Stoker,Blends,Sweet & Smooth,16.0,12.0,340.1942774959533,12.0,A traditional base with hints of Milk Chocolate and Brown Sugar,"Here’s a coffee that dabbles in dark, for those who can’t decide. It’s a blend, and it’s mellow with a dark twist (like our favorite fiction).",Tandem,"Portland, ME",Medium Roast,We made this blend for those folks that were begging for a dark roast. It's not really that dark. It's kinda dark. You'll probably like it.,Process Washed Natural/Dry Processed,,,,,Varietal Changes Seasonally
190,Decaf Espresso Novo,Blends,Syrupy & Smooth,16.0,12.0,340.1942774959533,12.0,none,For those late-night cortado cravings - a depth of flavor that stands up to milk as well as it stands up to decaf-naysayers.,Novo,"Denver, CO",Medium-Dark Roast,"Our decaf espresso provides wonderful espresso flavors to any coffee drink without the burden of caffeine- perfect for late night drinking and for anyone sensitive to caffeine, but has a love for espresso.",Process Washed,Sub Region Veracruz,Harvest Time November 2017-February 2018,,,
191,Espresso del Fuego,Blends,Deep & Rich,15.5,12.0,340.1942774959533,12.0,none,"Que calor! Rich and sweet, this espresso roast pulls a great shot - but it's excellent in an auto-drip machine or a French press, too. Rich chocolate and caramel notes stand up to milk and sugar, but this is just as delicious black.",Novo,"Denver, CO",Dark Roast,Espresso del Fuego is a rich espresso with a caramel-y finish.,Process Washed,,Harvest Time January- February 2017,,,
192,Chronic Super Dank,Blends,Roasty & Smoky,15.2,12.0,340.1942774959533,12.0,"Classic, nostalgic, comforting flavors","Deep, dark and rich, with notes of dried cherry and layers of baking spices. Perfect to pair with a splash of milk, or brewed bold and black.",DOMA,"Post Falls, ID",Dark Roast,"Aromas of dried fruit and cherry, flavors of dark chocolate, cedar and clove aftertastes, a muted acidity, a bold body and a light sweetness.",Process Washed,,,,,Varietal Bourbon Catuai
193,"Andino, Colombia",Single Origins,Sweet & Tart,17.0,12.0,340.1942774959533,12.0,none,"This is a coffee-shelf MVP. It’s sweet and fruity, yet grounded and can be brewed any way you like—from iced to immersion. Game over.",Merit,"San Antonio, TX",Medium Roast,"One of our most versatile coffees, this all-around star from the farmers of the Andino group is at once chocolatey, fruity and grounded. Iced, filter, espresso or immersion--it's good no matter how you choose to brew.",Process Washed,Sub Region Huila,,Elevation 1450 - 1500,,Varietal Caturra Colombia Castillo
194,"Gran Galope, Colombia",Single Origins,Chocolaty & Sweet,14.0,12.0,340.1942774959533,12.0,A classic expression of Colombia with hints of Brown Sugar and Milk Chocolate,"Sweet with a side of sparkle, here’s a balanced cup that evens out acidity with a sweet-as-honey finish.",Quills,"Louisville, KY",Medium-Dark Roast,"This workhorse Excelso features gently sparkling acidity with a balance of caramel and chocolate sweetness, as well as an almond nuttiness.",Process Washed,Sub Region Huila,,,,Varietal Caturra Colombia Castillo
195,OMG (Oh My God),Blends,Sweet & Smooth,17.0,12.0,340.1942774959533,12.0,A traditional base with hints of Milk Chocolate and Citrus,"Oh my Guatemala, this is a good blend (the other half comes from Ethiopia). Sip its balanced richness and try not to shout it out loud (or post it on social).",AKA,"Oakland, CA",Medium Roast,"""Oh My God"" is our flagship blend designed for those OMG espresso moments. This blend is made with a rotating selection of seasonal coffees. It creates a well-balanced espresso on its own and a luscious drink when paired with milk. Enjoy it as espresso or filter coffee. OMG will stimulate your taste buds and make your day awesome.",Process Washed,Sub Region Nuevo Oriente GUA Agaro ETH,Harvest Time 2017 2017,,,Varietal Villa Sarchi Ethiopian Heirloom
